Participant,Stimulus,Trial,Time,Gaze_x,Gaze_y,Type,Target_TopLeft_x,Target_TopLeft_y,Target_BottomRight_x,Target_BottomRight_y
93wyqfq2c2,NF-1040,53.0,1.775,664,775,Image,144,69.0,1296,879.0
93wyqfq2c2,NF-1040,53.0,1.838,641,769,Image,144,69.0,1296,879.0
93wyqfq2c2,NF-1040,53.0,1.902,639,782,Image,144,69.0,1296,879.0
93wyqfq2c2,NM-1019,54.0,0.005,575,792,Fixation Cross,720,477.5,720,477.5
93wyqfq2c2,NM-1019,54.0,0.048,575,782,Fixation Cross,720,477.5,720,477.5
93wyqfq2c2,NM-1019,54.0,0.106,599,799,Fixation Cross,720,477.5,720,477.5
93wyqfq2c2,NM-1019,54.0,0.162,609,797,Fixation Cross,720,477.5,720,477.5
93wyqfq2c2,NM-1019,54.0,0.218,603,791,Fixation Cross,720,477.5,720,477.5
93wyqfq2c2,NM-1019,54.0,0.271,610,795,Fixation Cross,720,477.5,720,477.5
93wyqfq2c2,NM-1019,54.0,0.325,643,789,Fixation Cross,720,477.5,720,477.5
93wyqfq2c2,NM-1019,54.0,0.378,693,817,Fixation Cross,720,477.5,720,477.5
93wyqfq2c2,NM-1019,54.0,0.431,714,827,Fixation Cross,720,477.5,720,477.5
93wyqfq2c2,NM-1019,54.0,-0.134,729,875,Image,144,69.0,1296,879.0
93wyqfq2c2,NM-1019,54.0,0.006,726,861,Image,144,69.0,1296,879.0
93wyqfq2c2,NM-1019,54.0,0.068,689,825,Image,144,69.0,1296,879.0
93wyqfq2c2,NM-1019,54.0,0.137,671,796,Image,144,69.0,1296,879.0
93wyqfq2c2,NM-1019,54.0,0.194,640,768,Image,144,69.0,1296,879.0
93wyqfq2c2,NM-1019,54.0,0.25,647,759,Image,144,69.0,1296,879.0
93wyqfq2c2,NM-1019,54.0,0.307,589,724,Image,144,69.0,1296,879.0
93wyqfq2c2,NM-1019,54.0,0.361,486,649,Image,144,69.0,1296,879.0
93wyqfq2c2,NM-1019,54.0,0.413,433,621,Image,144,69.0,1296,879.0
93wyqfq2c2,NM-1019,54.0,0.468,394,602,Image,144,69.0,1296,879.0
93wyqfq2c2,NM-1019,54.0,0.521,424,609,Image,144,69.0,1296,879.0
93wyqfq2c2,NM-1019,54.0,0.575,420,609,Image,144,69.0,1296,879.0
93wyqfq2c2,NM-1019,54.0,0.629,493,627,Image,144,69.0,1296,879.0
93wyqfq2c2,NM-1019,54.0,0.685,551,667,Image,144,69.0,1296,879.0
93wyqfq2c2,NM-1019,54.0,0.738,597,690,Image,144,69.0,1296,879.0
93wyqfq2c2,NM-1019,54.0,0.79,664,727,Image,144,69.0,1296,879.0
93wyqfq2c2,NM-1019,54.0,0.844,685,759,Image,144,69.0,1296,879.0
93wyqfq2c2,NM-1019,54.0,0.901,707,779,Image,144,69.0,1296,879.0
93wyqfq2c2,NM-1019,54.0,0.967,710,814,Image,144,69.0,1296,879.0
93wyqfq2c2,NM-1019,54.0,1.03,727,830,Image,144,69.0,1296,879.0
93wyqfq2c2,NM-1019,54.0,1.095,710,847,Image,144,69.0,1296,879.0
93wyqfq2c2,NM-1019,54.0,1.152,591,812,Image,144,69.0,1296,879.0
93wyqfq2c2,NM-1019,54.0,1.206,535,784,Image,144,69.0,1296,879.0
93wyqfq2c2,NM-1019,54.0,1.261,482,763,Image,144,69.0,1296,879.0
93wyqfq2c2,NM-1019,54.0,1.314,429,733,Image,144,69.0,1296,879.0
93wyqfq2c2,NM-1019,54.0,1.369,418,731,Image,144,69.0,1296,879.0
93wyqfq2c2,NM-1019,54.0,1.423,385,718,Image,144,69.0,1296,879.0
93wyqfq2c2,NM-1019,54.0,1.476,371,735,Image,144,69.0,1296,879.0
93wyqfq2c2,NM-1019,54.0,1.56,358,739,Image,144,69.0,1296,879.0
93wyqfq2c2,NM-1019,54.0,1.618,343,733,Image,144,69.0,1296,879.0
93wyqfq2c2,NM-1019,54.0,1.67,327,738,Image,144,69.0,1296,879.0
93wyqfq2c2,NM-1019,54.0,1.726,377,719,Image,144,69.0,1296,879.0
93wyqfq2c2,NM-1019,54.0,1.788,454,738,Image,144,69.0,1296,879.0
93wyqfq2c2,NM-1019,54.0,1.842,494,750,Image,144,69.0,1296,879.0
93wyqfq2c2,NM-1019,54.0,1.9,439,730,Image,144,69.0,1296,879.0
93wyqfq2c2,NF-1083,55.0,0.005,557,770,Fixation Cross,720,477.5,720,477.5
93wyqfq2c2,NF-1083,55.0,0.058,596,767,Fixation Cross,720,477.5,720,477.5
93wyqfq2c2,NF-1083,55.0,0.124,634,777,Fixation Cross,720,477.5,720,477.5
93wyqfq2c2,NF-1083,55.0,0.182,648,773,Fixation Cross,720,477.5,720,477.5
93wyqfq2c2,NF-1083,55.0,0.244,666,763,Fixation Cross,720,477.5,720,477.5
93wyqfq2c2,NF-1083,55.0,0.304,689,779,Fixation Cross,720,477.5,720,477.5
93wyqfq2c2,NF-1083,55.0,0.361,714,787,Fixation Cross,720,477.5,720,477.5
93wyqfq2c2,NF-1083,55.0,0.417,724,791,Fixation Cross,720,477.5,720,477.5
93wyqfq2c2,NF-1083,55.0,-0.203,726,773,Image,144,69.0,1296,879.0
93wyqfq2c2,NF-1083,55.0,-0.141,708,775,Image,144,69.0,1296,879.0
93wyqfq2c2,NF-1083,55.0,0.007,697,774,Image,144,69.0,1296,879.0
93wyqfq2c2,NF-1083,55.0,0.058,701,773,Image,144,69.0,1296,879.0
93wyqfq2c2,NF-1083,55.0,0.135,717,770,Image,144,69.0,1296,879.0
93wyqfq2c2,NF-1083,55.0,0.191,723,773,Image,144,69.0,1296,879.0
93wyqfq2c2,NF-1083,55.0,0.247,711,779,Image,144,69.0,1296,879.0
93wyqfq2c2,NF-1083,55.0,0.302,717,786,Image,144,69.0,1296,879.0
93wyqfq2c2,NF-1083,55.0,0.356,724,796,Image,144,69.0,1296,879.0
93wyqfq2c2,NF-1083,55.0,0.407,719,793,Image,144,69.0,1296,879.0
93wyqfq2c2,NF-1083,55.0,0.46,710,779,Image,144,69.0,1296,879.0
93wyqfq2c2,NF-1083,55.0,0.514,692,784,Image,144,69.0,1296,879.0
93wyqfq2c2,NF-1083,55.0,0.567,691,781,Image,144,69.0,1296,879.0
93wyqfq2c2,NF-1083,55.0,0.621,688,772,Image,144,69.0,1296,879.0
93wyqfq2c2,NF-1083,55.0,0.674,683,767,Image,144,69.0,1296,879.0
93wyqfq2c2,NF-1083,55.0,0.728,674,778,Image,144,69.0,1296,879.0
93wyqfq2c2,NF-1083,55.0,0.782,683,778,Image,144,69.0,1296,879.0
93wyqfq2c2,NF-1083,55.0,0.835,711,774,Image,144,69.0,1296,879.0
93wyqfq2c2,NF-1083,55.0,0.889,725,789,Image,144,69.0,1296,879.0
93wyqfq2c2,NF-1083,55.0,0.941,732,794,Image,144,69.0,1296,879.0
93wyqfq2c2,NF-1083,55.0,0.994,710,776,Image,144,69.0,1296,879.0
93wyqfq2c2,NF-1083,55.0,1.048,700,794,Image,144,69.0,1296,879.0
93wyqfq2c2,NF-1083,55.0,1.103,666,767,Image,144,69.0,1296,879.0
93wyqfq2c2,NF-1083,55.0,1.158,664,777,Image,144,69.0,1296,879.0
93wyqfq2c2,NF-1083,55.0,1.212,659,767,Image,144,69.0,1296,879.0
93wyqfq2c2,NF-1083,55.0,1.266,660,753,Image,144,69.0,1296,879.0
93wyqfq2c2,NF-1083,55.0,1.318,708,787,Image,144,69.0,1296,879.0
93wyqfq2c2,NF-1083,55.0,1.372,720,831,Image,144,69.0,1296,879.0
93wyqfq2c2,NF-1083,55.0,1.428,730,874,Image,144,69.0,1296,879.0
93wyqfq2c2,NF-1083,55.0,1.483,727,870,Image,144,69.0,1296,879.0
93wyqfq2c2,NF-1083,55.0,1.568,731,893,Image,144,69.0,1296,879.0
93wyqfq2c2,NF-1083,55.0,1.62,715,872,Image,144,69.0,1296,879.0
93wyqfq2c2,NF-1083,55.0,1.672,699,843,Image,144,69.0,1296,879.0
93wyqfq2c2,NF-1083,55.0,1.737,689,831,Image,144,69.0,1296,879.0
93wyqfq2c2,NF-1083,55.0,1.796,649,795,Image,144,69.0,1296,879.0
93wyqfq2c2,NF-1083,55.0,1.869,627,756,Image,144,69.0,1296,879.0
93wyqfq2c2,NF-1083,55.0,1.932,615,726,Image,144,69.0,1296,879.0
93wyqfq2c2,NF-1077,56.0,0.006,796,642,Fixation Cross,720,477.5,720,477.5
93wyqfq2c2,NF-1077,56.0,0.063,794,573,Fixation Cross,720,477.5,720,477.5
93wyqfq2c2,NF-1077,56.0,0.128,755,532,Fixation Cross,720,477.5,720,477.5
93wyqfq2c2,NF-1077,56.0,0.185,746,509,Fixation Cross,720,477.5,720,477.5
93wyqfq2c2,NF-1077,56.0,0.245,747,469,Fixation Cross,720,477.5,720,477.5
93wyqfq2c2,NF-1077,56.0,0.305,741,406,Fixation Cross,720,477.5,720,477.5
93wyqfq2c2,NF-1077,56.0,0.364,732,393,Fixation Cross,720,477.5,720,477.5
93wyqfq2c2,NF-1077,56.0,0.434,711,364,Fixation Cross,720,477.5,720,477.5
93wyqfq2c2,NF-1077,56.0,-0.147,680,366,Image,144,69.0,1296,879.0
93wyqfq2c2,NF-1077,56.0,0.007,709,367,Image,144,69.0,1296,879.0
93wyqfq2c2,NF-1077,56.0,0.079,691,334,Image,144,69.0,1296,879.0
93wyqfq2c2,NF-1077,56.0,0.14,711,312,Image,144,69.0,1296,879.0
93wyqfq2c2,NF-1077,56.0,0.197,700,282,Image,144,69.0,1296,879.0
93wyqfq2c2,NF-1077,56.0,0.255,699,276,Image,144,69.0,1296,879.0
93wyqfq2c2,NF-1077,56.0,0.315,689,262,Image,144,69.0,1296,879.0
93wyqfq2c2,NF-1077,56.0,0.374,694,283,Image,144,69.0,1296,879.0
93wyqfq2c2,NF-1077,56.0,0.436,704,273,Image,144,69.0,1296,879.0
93wyqfq2c2,NF-1077,56.0,0.494,664,328,Image,144,69.0,1296,879.0
93wyqfq2c2,NF-1077,56.0,0.552,666,342,Image,144,69.0,1296,879.0
93wyqfq2c2,NF-1077,56.0,0.609,660,377,Image,144,69.0,1296,879.0
93wyqfq2c2,NF-1077,56.0,0.669,676,423,Image,144,69.0,1296,879.0
93wyqfq2c2,NF-1077,56.0,0.729,684,483,Image,144,69.0,1296,879.0
93wyqfq2c2,NF-1077,56.0,0.785,702,515,Image,144,69.0,1296,879.0
93wyqfq2c2,NF-1077,56.0,0.843,723,529,Image,144,69.0,1296,879.0
93wyqfq2c2,NF-1077,56.0,0.9,750,505,Image,144,69.0,1296,879.0
93wyqfq2c2,NF-1077,56.0,0.96,777,474,Image,144,69.0,1296,879.0
93wyqfq2c2,NF-1077,56.0,1.019,772,476,Image,144,69.0,1296,879.0
93wyqfq2c2,NF-1077,56.0,1.078,759,481,Image,144,69.0,1296,879.0
93wyqfq2c2,NF-1077,56.0,1.139,749,500,Image,144,69.0,1296,879.0
93wyqfq2c2,NF-1077,56.0,1.196,719,532,Image,144,69.0,1296,879.0
93wyqfq2c2,NF-1077,56.0,1.255,658,579,Image,144,69.0,1296,879.0
93wyqfq2c2,NF-1077,56.0,1.315,643,552,Image,144,69.0,1296,879.0
93wyqfq2c2,NF-1077,56.0,1.375,626,553,Image,144,69.0,1296,879.0
93wyqfq2c2,NF-1077,56.0,1.435,600,539,Image,144,69.0,1296,879.0
93wyqfq2c2,NF-1077,56.0,1.495,628,536,Image,144,69.0,1296,879.0
93wyqfq2c2,NF-1077,56.0,1.555,655,525,Image,144,69.0,1296,879.0
93wyqfq2c2,NF-1077,56.0,1.615,667,515,Image,144,69.0,1296,879.0
93wyqfq2c2,NF-1077,56.0,1.675,666,624,Image,144,69.0,1296,879.0
93wyqfq2c2,NF-1077,56.0,1.755,684,741,Image,144,69.0,1296,879.0
93wyqfq2c2,NF-1077,56.0,1.815,650,762,Image,144,69.0,1296,879.0
93wyqfq2c2,NF-1077,56.0,1.875,685,743,Image,144,69.0,1296,879.0
93wyqfq2c2,NF-1077,56.0,1.933,701,764,Image,144,69.0,1296,879.0
93wyqfq2c2,NF-1026,57.0,0.006,681,774,Fixation Cross,720,477.5,720,477.5
93wyqfq2c2,NF-1026,57.0,0.066,706,692,Fixation Cross,720,477.5,720,477.5
93wyqfq2c2,NF-1026,57.0,0.132,712,629,Fixation Cross,720,477.5,720,477.5
93wyqfq2c2,NF-1026,57.0,0.193,733,599,Fixation Cross,720,477.5,720,477.5
93wyqfq2c2,NF-1026,57.0,0.256,767,574,Fixation Cross,720,477.5,720,477.5
93wyqfq2c2,NF-1026,57.0,0.319,754,521,Fixation Cross,720,477.5,720,477.5
93wyqfq2c2,NF-1026,57.0,0.395,745,478,Fixation Cross,720,477.5,720,477.5
93wyqfq2c2,NF-1026,57.0,-0.166,747,431,Image,144,69.0,1296,879.0
93wyqfq2c2,NF-1026,57.0,0.006,752,413,Image,144,69.0,1296,879.0
93wyqfq2c2,NF-1026,57.0,0.093,713,399,Image,144,69.0,1296,879.0
93wyqfq2c2,NF-1026,57.0,0.149,716,393,Image,144,69.0,1296,879.0
93wyqfq2c2,NF-1026,57.0,0.214,712,378,Image,144,69.0,1296,879.0
93wyqfq2c2,NF-1026,57.0,0.274,728,373,Image,144,69.0,1296,879.0
93wyqfq2c2,NF-1026,57.0,0.337,700,364,Image,144,69.0,1296,879.0
93wyqfq2c2,NF-1026,57.0,0.398,699,356,Image,144,69.0,1296,879.0
93wyqfq2c2,NF-1026,57.0,0.456,692,366,Image,144,69.0,1296,879.0
93wyqfq2c2,NF-1026,57.0,0.515,703,359,Image,144,69.0,1296,879.0
93wyqfq2c2,NF-1026,57.0,0.571,698,347,Image,144,69.0,1296,879.0
93wyqfq2c2,NF-1026,57.0,0.628,728,325,Image,144,69.0,1296,879.0
93wyqfq2c2,NF-1026,57.0,0.687,771,326,Image,144,69.0,1296,879.0
93wyqfq2c2,NF-1026,57.0,0.745,779,344,Image,144,69.0,1296,879.0
93wyqfq2c2,NF-1026,57.0,0.803,790,366,Image,144,69.0,1296,879.0
93wyqfq2c2,NF-1026,57.0,0.86,775,449,Image,144,69.0,1296,879.0
93wyqfq2c2,NF-1026,57.0,0.919,726,470,Image,144,69.0,1296,879.0
93wyqfq2c2,NF-1026,57.0,0.976,692,509,Image,144,69.0,1296,879.0
93wyqfq2c2,NF-1026,57.0,1.035,697,504,Image,144,69.0,1296,879.0
93wyqfq2c2,NF-1026,57.0,1.093,670,498,Image,144,69.0,1296,879.0
93wyqfq2c2,NF-1026,57.0,1.153,657,483,Image,144,69.0,1296,879.0
93wyqfq2c2,NF-1026,57.0,1.21,644,483,Image,144,69.0,1296,879.0
93wyqfq2c2,NF-1026,57.0,1.269,657,456,Image,144,69.0,1296,879.0
93wyqfq2c2,NF-1026,57.0,1.328,653,450,Image,144,69.0,1296,879.0
93wyqfq2c2,NF-1026,57.0,1.389,617,435,Image,144,69.0,1296,879.0
93wyqfq2c2,NF-1026,57.0,1.452,611,428,Image,144,69.0,1296,879.0
93wyqfq2c2,NF-1026,57.0,1.51,590,424,Image,144,69.0,1296,879.0
93wyqfq2c2,NF-1026,57.0,1.569,618,393,Image,144,69.0,1296,879.0
