Participant,Stimulus,Trial_Order_Phase1,Trial_Duration_Phase1,Rating_RT_Phase1,Cue_Color,Condition,Beauty,Attractiveness,Trustworthiness,Trial_Order_Phase2,Trial_Duration_Phase2,Rating_RT_Phase2,Realness
S039,NF-1016,106.0,2.0,8547.0,red,Fiction,5,3,3,1.0,1.0,1714.0,-2
S039,NF-1083,107.0,2.0,4395.0,red,Fiction,3,2,2,1.0,1.0,1863.0,-2
S039,NF-1034,108.0,2.0,3627.0,green,Reality,2,1,2,1.0,1.0,2360.0,-1
S039,NF-1032,109.0,2.0,5707.0,red,Fiction,5,4,3,1.0,1.0,2843.0,-1
S038,NF-1018,1.0,2.0,11285.0,red,Fiction,3,2,4,1.0,1.0,1718.0,-1
S038,NF-1043,2.0,2.0,8413.0,green,Reality,4,3,3,1.0,1.0,2970.0,2
S038,NF-1002,3.0,2.0,7404.0,green,Reality,3,3,3,1.0,1.0,1310.0,1
S038,NF-1061,4.0,2.0,10457.0,red,Fiction,4,3,4,1.0,1.0,1638.0,1
S038,NF-1003,5.0,2.0,7131.0,green,Reality,4,4,3,1.0,1.0,1468.0,1
S038,NF-1004,6.0,2.0,8639.0,green,Reality,2,2,4,1.0,1.0,1393.0,1
S038,NM-1091,7.0,2.0,6561.0,red,Fiction,3,2,2,1.0,1.0,1761.0,1
S038,NF-1054,8.0,2.0,5585.0,green,Reality,2,2,2,1.0,1.0,2620.0,2
S038,NF-1051,9.0,2.0,5959.0,red,Fiction,2,2,4,1.0,1.0,1516.0,1
S038,NF-1028,10.0,2.0,5377.0,red,Fiction,2,2,3,1.0,1.0,1873.0,2
S038,NF-1024,11.0,2.0,5812.0,green,Reality,3,2,3,1.0,1.0,1717.0,1
S038,NM-1027,12.0,2.0,4689.0,red,Fiction,2,2,2,1.0,1.0,1563.0,-1
S038,NF-1063,13.0,2.0,5358.0,green,Reality,4,4,3,1.0,1.0,1567.0,2
S038,NF-1025,14.0,2.0,5083.0,green,Reality,2,2,3,1.0,1.0,2413.0,2
S038,NF-1030,15.0,2.0,4556.0,green,Reality,3,3,4,1.0,1.0,1476.0,2
S038,NF-1015,16.0,2.0,3427.0,green,Reality,4,4,4,1.0,1.0,2002.0,0
S038,NF-1001,17.0,2.0,5919.0,red,Fiction,1,1,3,1.0,1.0,2083.0,0
S038,NF-1094,18.0,2.0,3524.0,green,Reality,3,3,4,1.0,1.0,1260.0,1
S038,NM-1092,19.0,2.0,4863.0,green,Reality,1,1,3,1.0,1.0,1412.0,-1
S038,NF-1059,20.0,2.0,3466.0,green,Reality,2,2,3,1.0,1.0,3892.0,2
S038,NF-1101,21.0,2.0,5440.0,red,Fiction,3,4,4,1.0,1.0,1810.0,1
S038,NF-1076,22.0,2.0,5020.0,red,Fiction,4,3,2,1.0,1.0,1668.0,2
S038,NM-1064,23.0,2.0,5404.0,green,Reality,4,2,4,1.0,1.0,5330.0,0
S038,NF-1045,24.0,2.0,5986.0,red,Fiction,3,3,4,1.0,1.0,2045.0,0
S038,NF-1097,25.0,2.0,6300.0,red,Fiction,4,4,4,1.0,1.0,1712.0,2
S038,NF-1080,26.0,2.0,4274.0,green,Reality,4,3,3,1.0,1.0,1680.0,-1
S038,NF-1068,27.0,2.0,5482.0,green,Reality,2,3,2,1.0,1.0,1681.0,-1
S038,NF-1060,28.0,2.0,6075.0,green,Reality,2,2,5,1.0,1.0,2022.0,2
S038,NF-1020,29.0,2.0,4923.0,red,Fiction,3,3,4,1.0,1.0,1579.0,1
S038,NF-1053,30.0,2.0,3608.0,green,Reality,1,1,3,1.0,1.0,1819.0,1
S038,NM-1007,31.0,2.0,5206.0,red,Fiction,2,1,3,1.0,1.0,1251.0,0
S038,NM-1055,32.0,2.0,6567.0,red,Fiction,1,0,3,1.0,1.0,2181.0,-1
S038,NF-1084,33.0,2.0,7141.0,red,Fiction,2,3,3,1.0,1.0,1496.0,0
S038,NF-1079,34.0,2.0,7344.0,red,Fiction,2,1,2,1.0,1.0,2209.0,-1
S038,NF-1073,35.0,2.0,4981.0,green,Reality,2,2,3,1.0,1.0,1934.0,1
S038,NF-1026,36.0,2.0,8322.0,green,Reality,1,1,3,1.0,1.0,2104.0,0
S038,NF-1066,37.0,2.0,4872.0,green,Reality,3,3,4,1.0,1.0,1649.0,1
S038,NF-1031,38.0,2.0,4675.0,red,Fiction,2,2,3,1.0,1.0,1423.0,1
S038,NM-1038,39.0,2.0,7409.0,red,Fiction,4,1,4,1.0,1.0,1542.0,1
S038,NF-1012,40.0,2.0,8724.0,green,Reality,3,3,4,1.0,1.0,11392.0,1
S038,NM-1011,41.0,2.0,4317.0,green,Reality,2,1,3,1.0,1.0,1250.0,-1
S038,NF-1083,42.0,2.0,7856.0,red,Fiction,3,4,4,1.0,1.0,1684.0,-1
S038,NF-1100,43.0,2.0,5367.0,green,Reality,2,2,3,1.0,1.0,1954.0,-1
S038,NF-1034,44.0,2.0,4923.0,green,Reality,2,2,2,1.0,1.0,2290.0,1
S038,NF-1088,45.0,2.0,4093.0,red,Fiction,2,2,2,1.0,1.0,1789.0,1
S038,NF-1037,46.0,2.0,4237.0,red,Fiction,1,1,4,1.0,1.0,1677.0,-1
S038,NF-1048,47.0,2.0,3963.0,green,Reality,1,1,4,1.0,1.0,1746.0,-1
S038,NM-1070,48.0,2.0,4278.0,red,Fiction,3,1,3,1.0,1.0,1819.0,-1
S038,NF-1022,49.0,2.0,3304.0,red,Fiction,3,3,4,1.0,1.0,1667.0,1
S038,NF-1046,50.0,2.0,3560.0,green,Reality,4,4,3,1.0,1.0,2013.0,-1
S038,NF-1109,51.0,2.0,4602.0,green,Reality,2,2,3,1.0,1.0,1934.0,1
S038,NM-1052,52.0,2.0,9718.0,green,Reality,4,1,5,1.0,1.0,1628.0,2
S038,NF-1044,53.0,2.0,6107.0,green,Reality,2,2,2,1.0,1.0,1578.0,-1
S038,NF-1107,54.0,2.0,7758.0,red,Fiction,1,1,4,1.0,1.0,1989.0,2
S038,NM-1035,55.0,2.0,3955.0,red,Fiction,2,1,3,1.0,1.0,1533.0,1
S038,NF-1047,56.0,2.0,5599.0,green,Reality,2,2,3,1.0,1.0,1812.0,1
S038,NF-1089,57.0,2.0,4700.0,red,Fiction,2,3,3,1.0,1.0,2116.0,-1
S038,NM-1102,58.0,2.0,4145.0,green,Reality,3,1,3,1.0,1.0,2354.0,-1
S038,NF-1081,59.0,2.0,4311.0,red,Fiction,2,2,2,1.0,1.0,1716.0,1
S038,NF-1017,60.0,2.0,5476.0,red,Fiction,3,4,4,1.0,1.0,1408.0,1
S038,NM-1010,61.0,2.0,5059.0,red,Fiction,3,1,2,1.0,1.0,1709.0,-1
S038,NF-1041,62.0,2.0,4612.0,red,Fiction,2,2,3,1.0,1.0,3038.0,2
S038,NF-1087,63.0,2.0,4291.0,red,Fiction,1,1,3,1.0,1.0,1825.0,1
S038,NF-1110,64.0,2.0,5472.0,green,Reality,3,3,4,1.0,1.0,1720.0,1
S038,NF-1098,65.0,2.0,4677.0,red,Fiction,4,3,3,1.0,1.0,1729.0,1
S038,NF-1086,66.0,2.0,3656.0,red,Fiction,4,4,4,1.0,1.0,1660.0,0
S038,NF-1106,67.0,2.0,7913.0,red,Fiction,4,3,4,1.0,1.0,1458.0,-1
S038,NF-1085,68.0,2.0,4343.0,red,Fiction,2,2,4,1.0,1.0,1685.0,2
S038,NF-1082,69.0,2.0,5736.0,red,Fiction,4,4,5,1.0,1.0,2702.0,-1
S038,NF-1032,70.0,2.0,5320.0,green,Reality,3,2,3,1.0,1.0,1426.0,1
S038,NF-1093,71.0,2.0,4108.0,green,Reality,2,2,3,1.0,1.0,2199.0,1
S038,NF-1108,72.0,2.0,5352.0,green,Reality,4,3,4,1.0,1.0,1349.0,2
S038,NF-1056,73.0,2.0,4333.0,red,Fiction,3,2,3,1.0,1.0,1646.0,1
S038,NM-1033,74.0,2.0,4268.0,green,Reality,2,1,3,1.0,1.0,1609.0,1
S038,NM-1058,75.0,2.0,6592.0,green,Reality,4,1,4,1.0,1.0,3904.0,2
S038,NM-1029,76.0,2.0,5912.0,red,Fiction,2,1,5,1.0,1.0,3467.0,2
S038,NF-1105,77.0,2.0,3459.0,red,Fiction,2,1,2,1.0,1.0,1294.0,1
S038,NF-1009,78.0,2.0,3700.0,green,Reality,2,2,3,1.0,1.0,1742.0,-1
S038,NF-1077,79.0,2.0,4119.0,green,Reality,1,1,3,1.0,1.0,1349.0,-1
S038,NF-1067,80.0,2.0,3447.0,red,Fiction,2,3,3,1.0,1.0,1238.0,2
S038,NF-1036,81.0,2.0,3663.0,red,Fiction,3,3,4,1.0,1.0,3117.0,2
S038,NF-1099,82.0,2.0,3983.0,red,Fiction,2,2,3,1.0,1.0,1650.0,1
S038,NF-1013,83.0,2.0,4456.0,green,Reality,2,3,4,1.0,1.0,1249.0,1
S038,NF-1039,84.0,2.0,8046.0,red,Fiction,2,2,3,1.0,1.0,1298.0,1
S038,NF-1016,85.0,2.0,5996.0,green,Reality,2,1,3,1.0,1.0,1503.0,2
S038,NF-1065,86.0,2.0,4099.0,red,Fiction,3,3,4,1.0,1.0,1280.0,2
S038,NM-1104,87.0,2.0,5533.0,green,Reality,1,1,2,1.0,1.0,1734.0,2
S038,NM-1019,88.0,2.0,4508.0,green,Reality,1,1,2,1.0,1.0,1946.0,-2
S038,NM-1090,89.0,2.0,3414.0,green,Reality,2,1,3,1.0,1.0,1737.0,1
S038,NF-1103,90.0,2.0,5416.0,red,Fiction,1,0,2,1.0,1.0,3506.0,-1
S038,NF-1021,91.0,2.0,4094.0,red,Fiction,3,2,4,1.0,1.0,1577.0,2
S038,NF-1069,92.0,2.0,3351.0,red,Fiction,2,1,3,1.0,1.0,1337.0,-1
S038,NF-1075,93.0,2.0,7496.0,green,Reality,2,2,2,1.0,1.0,1475.0,-1
S038,NF-1014,94.0,2.0,3959.0,green,Reality,2,1,3,1.0,1.0,2347.0,-1
S038,NF-1095,95.0,2.0,3453.0,green,Reality,1,1,3,1.0,1.0,1804.0,-1
S038,NF-1057,96.0,2.0,3293.0,red,Fiction,1,1,3,1.0,1.0,1709.0,2
S038,NF-1040,97.0,2.0,4304.0,green,Reality,3,4,4,1.0,1.0,1376.0,-1
S038,NF-1071,98.0,2.0,3306.0,red,Fiction,2,2,3,1.0,1.0,1681.0,1
S038,NF-1006,99.0,2.0,4279.0,green,Reality,1,1,2,1.0,1.0,2281.0,1
S038,NF-1042,100.0,2.0,3123.0,red,Fiction,2,1,3,1.0,1.0,1849.0,1
S038,NF-1008,101.0,2.0,3988.0,red,Fiction,3,3,4,1.0,1.0,1551.0,1
S038,NF-1050,102.0,2.0,3466.0,red,Fiction,2,1,2,1.0,1.0,1898.0,1
S038,NF-1005,103.0,2.0,3170.0,green,Reality,2,1,3,1.0,1.0,1323.0,2
S038,NF-1096,104.0,2.0,3807.0,green,Reality,3,4,4,1.0,1.0,1964.0,1
S038,NF-1023,105.0,2.0,5024.0,red,Fiction,3,3,4,1.0,1.0,1276.0,1
S038,NF-1049,106.0,2.0,3678.0,green,Reality,2,1,3,1.0,1.0,1616.0,1
S038,NF-1062,107.0,2.0,3749.0,green,Reality,1,1,3,1.0,1.0,1302.0,2
S038,NF-1072,108.0,2.0,3830.0,green,Reality,2,1,3,1.0,1.0,2664.0,1
S038,NM-1074,109.0,2.0,4475.0,red,Fiction,2,1,3,1.0,1.0,1581.0,1
S037,NF-1031,1.0,2.0,11226.0,green,Fiction,2,2,3,1.0,1.0,2105.0,2
S037,NF-1041,2.0,2.0,5420.0,red,Reality,3,3,3,1.0,1.0,1304.0,2
S037,NF-1009,3.0,2.0,6449.0,red,Reality,2,2,2,1.0,1.0,1421.0,-1
S037,NM-1091,4.0,2.0,7965.0,green,Fiction,3,1,1,1.0,1.0,1223.0,2
S037,NM-1064,5.0,2.0,10873.0,red,Reality,2,1,2,1.0,1.0,876.0,-2
S037,NM-1019,6.0,2.0,7104.0,red,Reality,1,1,1,1.0,1.0,895.0,-2
S037,NF-1016,7.0,2.0,9001.0,green,Fiction,4,3,2,1.0,1.0,1175.0,1
S037,NF-1024,8.0,2.0,7525.0,red,Reality,3,3,3,1.0,1.0,1156.0,-2
S037,NF-1017,9.0,2.0,9377.0,green,Fiction,3,4,3,1.0,1.0,1700.0,3
S037,NF-1098,10.0,2.0,7014.0,red,Reality,3,4,3,1.0,1.0,1441.0,3
S037,NF-1048,11.0,2.0,5017.0,green,Fiction,2,2,3,1.0,1.0,1424.0,-2
S037,NF-1039,12.0,2.0,5325.0,green,Fiction,1,2,2,1.0,1.0,1324.0,2
S037,NF-1047,13.0,2.0,5316.0,red,Reality,1,1,1,1.0,1.0,939.0,1
S037,NF-1030,14.0,2.0,5488.0,red,Reality,3,3,3,1.0,1.0,1126.0,2
S037,NF-1045,15.0,2.0,6207.0,green,Fiction,4,5,3,1.0,1.0,1522.0,3
S037,NF-1065,16.0,2.0,3454.0,green,Fiction,2,2,3,1.0,1.0,1670.0,-2
S037,NF-1068,17.0,2.0,4689.0,red,Reality,3,3,1,1.0,1.0,1667.0,0
S037,NF-1103,18.0,2.0,4459.0,green,Fiction,2,2,2,1.0,1.0,1227.0,-2
S037,NF-1075,19.0,2.0,2644.0,red,Reality,1,1,1,1.0,1.0,942.0,-2
S037,NM-1010,20.0,2.0,3771.0,green,Fiction,0,0,2,1.0,1.0,1520.0,1
S037,NF-1083,21.0,2.0,7061.0,green,Fiction,1,2,1,1.0,1.0,1551.0,-2
S037,NF-1082,22.0,2.0,5388.0,green,Fiction,2,3,2,1.0,1.0,868.0,2
S037,NF-1087,23.0,2.0,4955.0,red,Reality,1,1,1,1.0,1.0,1346.0,2
S037,NF-1071,24.0,2.0,6053.0,green,Fiction,1,0,2,1.0,1.0,1609.0,-2
S037,NF-1018,25.0,2.0,4430.0,red,Reality,4,4,3,1.0,1.0,877.0,2
S037,NM-1055,26.0,2.0,10005.0,green,Fiction,1,0,2,1.0,1.0,944.0,-2
S037,NF-1097,27.0,2.0,4670.0,red,Reality,4,5,2,1.0,1.0,928.0,2
S037,NF-1067,28.0,2.0,3808.0,green,Fiction,2,2,2,1.0,1.0,1193.0,-1
S037,NF-1062,29.0,2.0,2750.0,green,Fiction,1,1,2,1.0,1.0,2357.0,3
S037,NF-1084,30.0,2.0,4101.0,green,Fiction,4,3,2,1.0,1.0,1136.0,-2
S037,NM-1074,31.0,2.0,8361.0,green,Fiction,3,1,2,1.0,1.0,1471.0,1
S037,NF-1107,32.0,2.0,3065.0,green,Fiction,1,1,2,1.0,1.0,1524.0,1
S037,NM-1102,33.0,2.0,4533.0,red,Reality,2,1,1,1.0,1.0,4049.0,-2
S037,NF-1042,34.0,2.0,3395.0,red,Reality,3,4,2,1.0,1.0,1172.0,2
S037,NM-1058,35.0,2.0,3356.0,red,Reality,2,1,3,1.0,1.0,1097.0,2
S037,NF-1032,36.0,2.0,4833.0,green,Fiction,4,4,2,1.0,1.0,991.0,1
S037,NF-1037,37.0,2.0,3475.0,red,Reality,2,3,2,1.0,1.0,1680.0,0
S037,NM-1029,38.0,2.0,10397.0,red,Reality,1,0,0,1.0,1.0,1109.0,0
S037,NM-1104,39.0,2.0,4769.0,red,Reality,1,1,3,1.0,1.0,858.0,2
S037,NF-1044,40.0,2.0,2974.0,red,Reality,1,1,2,1.0,1.0,1156.0,3
S037,NF-1025,41.0,2.0,4647.0,red,Reality,2,3,2,1.0,1.0,1703.0,2
S037,NF-1014,42.0,2.0,2376.0,red,Reality,1,2,1,1.0,1.0,1377.0,2
S037,NF-1034,43.0,2.0,2518.0,green,Fiction,1,1,0,1.0,1.0,1156.0,2
S037,NM-1070,44.0,2.0,3717.0,red,Reality,2,1,2,1.0,1.0,1723.0,3
S037,NF-1028,45.0,2.0,3832.0,red,Reality,2,1,1,1.0,1.0,1948.0,1
S037,NF-1040,46.0,2.0,3709.0,red,Reality,1,1,1,1.0,1.0,2369.0,0
S037,NF-1108,47.0,2.0,4978.0,green,Fiction,5,5,2,1.0,1.0,1195.0,-2
S037,NF-1095,48.0,2.0,3618.0,red,Reality,1,2,1,1.0,1.0,1143.0,3
S037,NF-1005,49.0,2.0,4495.0,green,Fiction,3,2,3,1.0,1.0,2372.0,0
S037,NF-1012,50.0,2.0,3089.0,red,Reality,1,2,1,1.0,1.0,1561.0,-1
S037,NF-1089,51.0,2.0,7260.0,red,Reality,1,1,2,1.0,1.0,1122.0,0
S037,NF-1100,52.0,2.0,3220.0,green,Fiction,3,3,2,1.0,1.0,975.0,2
S037,NF-1054,53.0,2.0,2588.0,red,Reality,2,1,1,1.0,1.0,1422.0,-3
S037,NF-1051,54.0,2.0,2560.0,green,Fiction,1,1,2,1.0,1.0,1739.0,1
S037,NF-1088,55.0,2.0,2509.0,green,Fiction,2,1,1,1.0,1.0,1080.0,2
S037,NF-1050,56.0,2.0,3818.0,green,Fiction,3,3,2,1.0,1.0,1128.0,1
S037,NF-1099,57.0,2.0,3510.0,red,Reality,2,2,2,1.0,1.0,2307.0,0
S037,NF-1073,58.0,2.0,3492.0,red,Reality,3,2,2,1.0,1.0,576.0,-2
S037,NF-1061,59.0,2.0,3152.0,red,Reality,3,3,3,1.0,1.0,1223.0,2
S037,NF-1049,60.0,2.0,4410.0,red,Reality,2,2,1,1.0,1.0,1218.0,-2
S037,NF-1106,61.0,2.0,2936.0,red,Reality,3,2,2,1.0,1.0,909.0,2
S037,NF-1110,62.0,2.0,2326.0,red,Reality,1,1,1,1.0,1.0,1359.0,-2
S037,NF-1020,63.0,2.0,5305.0,red,Reality,2,2,2,1.0,1.0,1054.0,3
S037,NF-1080,64.0,2.0,3247.0,green,Fiction,2,3,2,1.0,1.0,1971.0,2
S037,NF-1043,65.0,2.0,3124.0,green,Fiction,3,2,2,1.0,1.0,1077.0,2
S037,NF-1006,66.0,2.0,2769.0,green,Fiction,1,1,1,1.0,1.0,1656.0,3
S037,NF-1022,67.0,2.0,3410.0,green,Fiction,3,4,2,1.0,1.0,836.0,3
S037,NM-1038,68.0,2.0,4600.0,green,Fiction,2,1,2,1.0,1.0,3341.0,1
S037,NM-1035,69.0,2.0,5839.0,red,Reality,3,1,1,1.0,1.0,1028.0,3
S037,NF-1079,70.0,2.0,3493.0,red,Reality,1,1,1,1.0,1.0,1289.0,-1
S037,NF-1001,71.0,2.0,4911.0,red,Reality,2,3,2,1.0,1.0,1490.0,3
S037,NF-1002,72.0,2.0,2483.0,red,Reality,1,1,1,1.0,1.0,1113.0,2
S037,NF-1093,73.0,2.0,3919.0,green,Fiction,2,1,1,1.0,1.0,1109.0,3
S037,NF-1013,74.0,2.0,4042.0,red,Reality,2,1,1,1.0,1.0,523.0,3
S037,NF-1060,75.0,2.0,5226.0,green,Fiction,1,1,2,1.0,1.0,1722.0,-2
S037,NF-1059,76.0,2.0,2885.0,green,Fiction,1,1,2,1.0,1.0,1428.0,2
S037,NF-1066,77.0,2.0,3716.0,green,Fiction,2,2,2,1.0,1.0,1123.0,-2
S037,NF-1085,78.0,2.0,3172.0,red,Reality,3,3,3,1.0,1.0,692.0,2
S037,NF-1036,79.0,2.0,4163.0,red,Reality,2,4,2,1.0,1.0,1088.0,-1
S037,NM-1007,80.0,2.0,3393.0,green,Fiction,1,1,1,1.0,1.0,1471.0,2
S037,NF-1008,81.0,2.0,3718.0,green,Fiction,3,2,2,1.0,1.0,2425.0,2
S037,NF-1056,82.0,2.0,2320.0,red,Reality,2,2,2,1.0,1.0,1023.0,0
S037,NF-1094,83.0,2.0,2504.0,green,Fiction,3,2,2,1.0,1.0,1059.0,2
S037,NF-1077,84.0,2.0,3707.0,red,Reality,2,3,2,1.0,1.0,1286.0,0
S037,NF-1057,85.0,2.0,10399.0,green,Fiction,0,0,1,1.0,1.0,1223.0,-3
S037,NF-1023,86.0,2.0,5359.0,red,Reality,4,4,3,1.0,1.0,938.0,2
S037,NF-1063,87.0,2.0,4263.0,green,Fiction,3,2,1,1.0,1.0,1355.0,1
S037,NF-1053,88.0,2.0,4443.0,green,Fiction,2,1,1,1.0,1.0,1176.0,2
S037,NM-1033,89.0,2.0,4130.0,green,Fiction,1,1,1,1.0,1.0,1681.0,2
S037,NF-1026,90.0,2.0,2428.0,red,Reality,0,0,1,1.0,1.0,1682.0,-2
S037,NF-1109,91.0,2.0,4782.0,red,Reality,1,1,1,1.0,1.0,1021.0,-3
S037,NM-1052,92.0,2.0,2543.0,green,Fiction,0,0,0,1.0,1.0,958.0,2
S037,NF-1081,93.0,2.0,2586.0,red,Reality,1,2,2,1.0,1.0,1177.0,-2
S037,NF-1076,94.0,2.0,5257.0,red,Reality,4,3,2,1.0,1.0,1254.0,-1
S037,NF-1105,95.0,2.0,2784.0,green,Fiction,2,1,0,1.0,1.0,988.0,-1
S037,NF-1086,96.0,2.0,3889.0,red,Reality,3,1,1,1.0,1.0,1340.0,2
S037,NM-1027,97.0,2.0,2870.0,green,Fiction,2,1,1,1.0,1.0,1019.0,-2
S037,NF-1004,98.0,2.0,2651.0,red,Reality,2,1,1,1.0,1.0,1724.0,3
S037,NF-1046,99.0,2.0,2497.0,green,Fiction,2,2,2,1.0,1.0,775.0,-1
S037,NF-1015,100.0,2.0,4690.0,green,Fiction,2,2,2,1.0,1.0,1517.0,2
S037,NM-1090,101.0,2.0,3066.0,red,Reality,3,1,1,1.0,1.0,2126.0,-3
S037,NM-1092,102.0,2.0,2936.0,green,Fiction,0,0,0,1.0,1.0,1501.0,-2
S037,NF-1021,103.0,2.0,4723.0,green,Fiction,2,2,2,1.0,1.0,2730.0,-2
S037,NF-1072,104.0,2.0,2455.0,green,Fiction,4,4,3,1.0,1.0,1009.0,2
S037,NM-1011,105.0,2.0,2278.0,red,Reality,0,0,0,1.0,1.0,974.0,-3
S037,NF-1003,106.0,2.0,3213.0,red,Reality,2,2,1,1.0,1.0,977.0,2
S037,NF-1096,107.0,2.0,5360.0,green,Fiction,2,1,1,1.0,1.0,1128.0,-1
S037,NF-1101,108.0,2.0,2902.0,green,Fiction,2,2,2,1.0,1.0,829.0,3
S037,NF-1069,109.0,2.0,3746.0,green,Fiction,1,1,2,1.0,1.0,1075.0,2
S036,NF-1014,1.0,2.0,10730.0,red,Fiction,5,0,2,1.0,1.0,1743.0,-2
S036,NM-1033,2.0,2.0,6841.0,red,Fiction,1,0,2,1.0,1.0,1941.0,1
S036,NF-1109,3.0,2.0,7424.0,red,Fiction,1,0,0,1.0,1.0,1469.0,2
S036,NF-1085,4.0,2.0,7077.0,red,Fiction,4,1,0,1.0,1.0,1514.0,2
S036,NF-1067,5.0,2.0,9799.0,red,Fiction,5,4,0,1.0,1.0,1463.0,2
S036,NF-1099,6.0,2.0,5928.0,red,Fiction,5,2,2,1.0,1.0,1540.0,-2
S036,NF-1015,7.0,2.0,5932.0,blue,Reality,5,3,3,1.0,1.0,1658.0,3
S036,NF-1030,8.0,2.0,5787.0,red,Fiction,5,2,0,1.0,1.0,1419.0,-3
S036,NM-1055,9.0,2.0,3954.0,blue,Reality,0,0,1,1.0,1.0,1524.0,-2
S036,NM-1019,10.0,2.0,6477.0,blue,Reality,2,0,2,1.0,1.0,1309.0,-3
S036,NF-1062,11.0,2.0,7129.0,blue,Reality,3,0,2,1.0,1.0,1515.0,2
S036,NF-1077,12.0,2.0,3947.0,blue,Reality,0,0,0,1.0,1.0,4310.0,2
S036,NF-1101,13.0,2.0,5767.0,red,Fiction,6,2,4,1.0,1.0,1665.0,-1
S036,NF-1097,14.0,2.0,4978.0,red,Fiction,4,0,0,1.0,1.0,1438.0,-3
S036,NF-1022,15.0,2.0,6017.0,red,Fiction,4,0,4,1.0,1.0,2509.0,3
S036,NF-1098,16.0,2.0,4919.0,red,Fiction,6,4,3,1.0,1.0,1568.0,3
S036,NF-1056,17.0,2.0,4853.0,red,Fiction,4,2,2,1.0,1.0,1580.0,3
S036,NM-1052,18.0,2.0,4071.0,red,Fiction,0,0,4,1.0,1.0,2676.0,-2
S036,NF-1066,19.0,2.0,4436.0,blue,Reality,4,0,4,1.0,1.0,1614.0,3
S036,NM-1074,20.0,2.0,4601.0,red,Fiction,0,0,5,1.0,1.0,1619.0,-2
S036,NF-1060,21.0,2.0,5307.0,red,Fiction,4,1,3,1.0,1.0,1546.0,3
S036,NM-1102,22.0,2.0,2674.0,blue,Reality,0,0,0,1.0,1.0,1594.0,-2
S036,NM-1092,23.0,2.0,4868.0,blue,Reality,2,0,3,1.0,1.0,1733.0,-2
S036,NF-1076,24.0,2.0,4269.0,red,Fiction,4,1,2,1.0,1.0,1806.0,1
S036,NF-1108,25.0,2.0,5115.0,blue,Reality,5,3,3,1.0,1.0,1407.0,-3
S036,NF-1053,26.0,2.0,7570.0,blue,Reality,0,0,0,1.0,1.0,1460.0,-3
S036,NF-1016,27.0,2.0,3875.0,blue,Reality,2,2,0,1.0,1.0,1627.0,2
S036,NF-1005,28.0,2.0,10185.0,blue,Reality,2,1,4,1.0,1.0,1663.0,3
S036,NF-1082,29.0,2.0,3716.0,red,Fiction,4,0,3,1.0,1.0,1335.0,-3
S036,NM-1035,30.0,2.0,4491.0,blue,Reality,5,2,5,1.0,1.0,1857.0,-1
S036,NM-1011,31.0,2.0,5627.0,blue,Reality,2,2,4,1.0,1.0,1404.0,-3
S036,NF-1043,32.0,2.0,7306.0,red,Fiction,5,2,5,1.0,1.0,1609.0,-3
S036,NM-1104,33.0,2.0,7625.0,red,Fiction,2,2,2,1.0,1.0,1429.0,2
S036,NF-1024,34.0,2.0,2854.0,red,Fiction,0,0,0,1.0,1.0,1386.0,-3
S036,NF-1009,35.0,2.0,5426.0,blue,Reality,3,1,3,1.0,1.0,1579.0,2
S036,NF-1075,36.0,2.0,4340.0,red,Fiction,0,0,1,1.0,1.0,1427.0,-3
S036,NF-1103,37.0,2.0,3854.0,red,Fiction,0,0,0,1.0,1.0,1484.0,-3
S036,NF-1110,38.0,2.0,6710.0,red,Fiction,1,0,0,1.0,1.0,1976.0,2
S036,NF-1031,39.0,2.0,5311.0,blue,Reality,1,0,5,1.0,1.0,2290.0,-1
S036,NF-1023,40.0,2.0,6295.0,red,Fiction,3,1,1,1.0,1.0,1492.0,2
S036,NF-1012,41.0,2.0,5265.0,blue,Reality,2,0,5,1.0,1.0,1255.0,-3
S036,NF-1080,42.0,2.0,5460.0,blue,Reality,4,1,3,1.0,1.0,1233.0,-3
S036,NM-1038,43.0,2.0,6614.0,red,Fiction,2,1,2,1.0,1.0,1378.0,-3
S036,NF-1050,44.0,2.0,9169.0,blue,Reality,3,1,0,1.0,1.0,1584.0,2
S036,NF-1028,45.0,2.0,6257.0,blue,Reality,4,3,3,1.0,1.0,2267.0,3
S036,NF-1079,46.0,2.0,8858.0,blue,Reality,2,0,4,1.0,1.0,1381.0,-2
S036,NF-1041,47.0,2.0,6568.0,blue,Reality,3,0,5,1.0,1.0,1475.0,-1
S036,NM-1007,48.0,2.0,5200.0,red,Fiction,0,0,5,1.0,1.0,1534.0,2
S036,NF-1081,49.0,2.0,6532.0,blue,Reality,0,0,2,1.0,1.0,1905.0,1
S036,NF-1059,50.0,2.0,6535.0,blue,Reality,4,1,4,1.0,1.0,1542.0,1
S036,NF-1083,51.0,2.0,6153.0,blue,Reality,3,2,1,1.0,1.0,1453.0,-3
S036,NF-1063,52.0,2.0,7680.0,blue,Reality,5,4,4,1.0,1.0,1445.0,-3
S036,NF-1086,53.0,2.0,9485.0,blue,Reality,3,2,3,1.0,1.0,1400.0,-2
S036,NF-1044,54.0,2.0,4581.0,red,Fiction,4,2,4,1.0,1.0,7236.0,-1
S036,NF-1069,55.0,2.0,5642.0,blue,Reality,2,0,6,1.0,1.0,1531.0,2
S036,NF-1046,56.0,2.0,4763.0,red,Fiction,4,4,5,1.0,1.0,2160.0,2
