Participant,Stimulus,Trial_Order_Phase1,Trial_Duration_Phase1,Rating_RT_Phase1,Cue_Color,Condition,Beauty,Attractiveness,Trustworthiness,Trial_Order_Phase2,Trial_Duration_Phase2,Rating_RT_Phase2,Realness
S052,NF-1046,1.0,2.0,5680.0,red,Reality,4,4,2,1.0,1.0,1124.0,-1
S052,NM-1027,2.0,2.0,5410.0,blue,Fiction,1,1,3,1.0,1.0,1557.0,2
S052,NF-1001,3.0,2.0,4469.0,red,Reality,2,2,4,1.0,1.0,1142.0,-2
S052,NF-1100,4.0,2.0,4758.0,blue,Fiction,3,3,4,1.0,1.0,1115.0,3
S052,NF-1004,5.0,2.0,3796.0,red,Reality,4,4,4,1.0,1.0,2210.0,-1
S052,NF-1005,6.0,2.0,5026.0,blue,Fiction,3,3,3,1.0,1.0,1059.0,0
S052,NF-1082,7.0,2.0,4783.0,red,Reality,3,3,4,1.0,1.0,995.0,0
S052,NF-1097,8.0,2.0,4138.0,blue,Fiction,5,5,4,1.0,1.0,2453.0,-3
S052,NF-1057,9.0,2.0,4824.0,red,Reality,1,1,3,1.0,1.0,1121.0,-3
S052,NF-1077,10.0,2.0,4655.0,blue,Fiction,4,4,4,1.0,1.0,896.0,2
S052,NF-1105,11.0,2.0,3862.0,blue,Fiction,5,5,4,1.0,1.0,1534.0,2
S052,NF-1069,12.0,2.0,4462.0,red,Reality,3,3,3,1.0,1.0,1346.0,-2
S052,NF-1047,13.0,2.0,3650.0,blue,Fiction,2,2,3,1.0,1.0,2629.0,0
S052,NF-1098,14.0,2.0,4451.0,blue,Fiction,5,5,3,1.0,1.0,964.0,2
S052,NF-1050,15.0,2.0,4143.0,red,Reality,2,2,3,1.0,1.0,1367.0,0
S052,NF-1003,16.0,2.0,4408.0,blue,Fiction,5,5,4,1.0,1.0,1624.0,2
S052,NF-1109,17.0,2.0,4228.0,red,Reality,2,2,3,1.0,1.0,1025.0,-3
S052,NF-1009,18.0,2.0,4598.0,red,Reality,5,5,4,1.0,1.0,1126.0,3
S052,NM-1070,19.0,2.0,4045.0,red,Reality,1,1,2,1.0,1.0,1240.0,0
S052,NF-1012,20.0,2.0,4452.0,red,Reality,4,4,3,1.0,1.0,1561.0,-2
S052,NF-1067,21.0,2.0,2528.0,blue,Fiction,3,3,3,1.0,1.0,2677.0,-2
S052,NF-1062,22.0,2.0,4444.0,red,Reality,4,4,4,1.0,1.0,1683.0,0
S052,NF-1099,23.0,2.0,3657.0,red,Reality,3,3,3,1.0,1.0,1389.0,-1
S052,NF-1039,24.0,2.0,3399.0,blue,Fiction,4,4,4,1.0,1.0,1826.0,-1
S052,NF-1073,25.0,2.0,3580.0,blue,Fiction,4,4,4,1.0,1.0,3455.0,-1
S052,NF-1072,26.0,2.0,3254.0,red,Reality,4,4,4,1.0,1.0,1823.0,0
S052,NF-1059,27.0,2.0,6749.0,blue,Fiction,4,4,4,1.0,1.0,2193.0,-1
S052,NF-1043,28.0,2.0,6659.0,blue,Fiction,4,4,4,1.0,1.0,1134.0,-3
S052,NF-1089,29.0,2.0,2653.0,red,Reality,4,4,4,1.0,1.0,776.0,2
S052,NF-1024,30.0,2.0,5334.0,blue,Fiction,2,2,4,1.0,1.0,1835.0,-1
S052,NM-1038,31.0,2.0,3808.0,red,Reality,1,1,3,1.0,1.0,884.0,0
S052,NF-1045,32.0,2.0,4569.0,red,Reality,2,2,3,1.0,1.0,977.0,0
S052,NF-1085,33.0,2.0,5304.0,blue,Fiction,5,5,4,1.0,1.0,936.0,1
S052,NM-1104,34.0,2.0,4591.0,red,Reality,1,1,3,1.0,1.0,1102.0,1
S052,NM-1074,35.0,2.0,3653.0,red,Reality,1,1,3,1.0,1.0,1173.0,-3
S052,NF-1068,36.0,2.0,5291.0,blue,Fiction,4,4,4,1.0,1.0,957.0,0
S052,NF-1066,37.0,2.0,5376.0,red,Reality,4,4,4,1.0,1.0,1044.0,1
S052,NF-1094,38.0,2.0,4500.0,red,Reality,5,5,5,1.0,1.0,1273.0,2
S052,NM-1091,39.0,2.0,3946.0,blue,Fiction,1,1,3,1.0,1.0,1162.0,3
S052,NM-1092,40.0,2.0,4736.0,blue,Fiction,1,1,2,1.0,1.0,897.0,-3
S052,NF-1080,41.0,2.0,5316.0,blue,Fiction,3,3,3,1.0,1.0,1008.0,-2
S052,NF-1076,42.0,2.0,4160.0,red,Reality,5,5,4,1.0,1.0,1619.0,2
S052,NF-1088,43.0,2.0,4937.0,red,Reality,4,4,4,1.0,1.0,1688.0,0
S052,NF-1083,44.0,2.0,4825.0,blue,Fiction,3,3,2,1.0,1.0,1019.0,2
S052,NM-1090,45.0,2.0,3533.0,blue,Fiction,1,1,1,1.0,1.0,1646.0,-1
S052,NM-1102,46.0,2.0,4000.0,red,Reality,1,1,3,1.0,1.0,1113.0,-3
S052,NF-1054,47.0,2.0,7609.0,blue,Fiction,4,4,4,1.0,1.0,1004.0,0
S052,NM-1035,48.0,2.0,3897.0,red,Reality,0,0,2,1.0,1.0,1058.0,-2
S052,NF-1103,49.0,2.0,5501.0,red,Reality,3,3,3,1.0,1.0,1575.0,-2
S052,NF-1053,50.0,2.0,7295.0,blue,Fiction,2,2,3,1.0,1.0,1006.0,1
S052,NF-1034,51.0,2.0,5021.0,red,Reality,2,2,3,1.0,1.0,1128.0,-2
S052,NF-1021,52.0,2.0,4101.0,red,Reality,5,5,5,1.0,1.0,1329.0,-1
S052,NF-1002,53.0,2.0,3710.0,red,Reality,5,5,4,1.0,1.0,908.0,2
S052,NM-1010,54.0,2.0,5266.0,blue,Fiction,0,0,1,1.0,1.0,914.0,-3
S052,NF-1017,55.0,2.0,5699.0,blue,Fiction,3,3,3,1.0,1.0,1127.0,1
S052,NF-1016,56.0,2.0,4374.0,red,Reality,5,5,5,1.0,1.0,1229.0,-1
S052,NM-1033,57.0,2.0,3822.0,red,Reality,0,0,3,1.0,1.0,994.0,2
S052,NF-1026,58.0,2.0,4462.0,blue,Fiction,3,3,3,1.0,1.0,1518.0,0
S052,NF-1060,59.0,2.0,3417.0,blue,Fiction,1,1,2,1.0,1.0,1506.0,1
S052,NF-1014,60.0,2.0,4660.0,red,Reality,4,4,4,1.0,1.0,817.0,1
S052,NF-1037,61.0,2.0,4323.0,red,Reality,4,4,4,1.0,1.0,1193.0,1
S052,NF-1008,62.0,2.0,6035.0,blue,Fiction,4,4,4,1.0,1.0,1727.0,-1
S052,NF-1041,63.0,2.0,4241.0,red,Reality,3,3,3,1.0,1.0,1003.0,-1
S052,NM-1064,64.0,2.0,3563.0,blue,Fiction,1,1,1,1.0,1.0,900.0,1
S052,NF-1015,65.0,2.0,4150.0,red,Reality,4,4,4,1.0,1.0,1518.0,-2
S052,NF-1036,66.0,2.0,3840.0,blue,Fiction,5,5,4,1.0,1.0,900.0,0
S052,NM-1011,67.0,2.0,4451.0,blue,Fiction,2,1,4,1.0,1.0,2696.0,-2
S052,NF-1095,68.0,2.0,4353.0,blue,Fiction,3,3,3,1.0,1.0,715.0,0
S052,NF-1044,69.0,2.0,3796.0,blue,Fiction,3,3,3,1.0,1.0,1035.0,0
S052,NF-1030,70.0,2.0,4921.0,red,Reality,4,4,4,1.0,1.0,1139.0,-1
S052,NF-1087,71.0,2.0,5097.0,blue,Fiction,0,0,2,1.0,1.0,775.0,-1
S052,NF-1056,72.0,2.0,3557.0,red,Reality,4,4,4,1.0,1.0,1038.0,-1
S052,NM-1052,73.0,2.0,4120.0,red,Reality,2,2,3,1.0,1.0,1036.0,1
S052,NF-1020,74.0,2.0,6520.0,blue,Fiction,4,4,4,1.0,1.0,1322.0,-1
S052,NF-1049,75.0,2.0,3793.0,red,Reality,3,3,3,1.0,1.0,890.0,-3
S052,NF-1075,76.0,2.0,4226.0,blue,Fiction,5,5,4,1.0,1.0,987.0,2
S052,NF-1018,77.0,2.0,4355.0,blue,Fiction,5,5,4,1.0,1.0,1154.0,3
S052,NF-1065,78.0,2.0,4237.0,blue,Fiction,4,4,4,1.0,1.0,838.0,2
S052,NF-1040,79.0,2.0,4335.0,red,Reality,3,3,4,1.0,1.0,1148.0,3
S052,NF-1081,80.0,2.0,3479.0,red,Reality,3,3,4,1.0,1.0,1331.0,-3
S052,NF-1025,81.0,2.0,4108.0,blue,Fiction,4,4,4,1.0,1.0,1431.0,1
S052,NM-1055,82.0,2.0,3654.0,red,Reality,1,1,1,1.0,1.0,1456.0,1
S052,NF-1108,83.0,2.0,4165.0,red,Reality,2,2,2,1.0,1.0,1464.0,-3
S052,NF-1063,84.0,2.0,4366.0,blue,Fiction,5,5,4,1.0,1.0,1270.0,-2
S052,NF-1042,85.0,2.0,3288.0,red,Reality,4,4,4,1.0,1.0,1030.0,-1
S052,NF-1028,86.0,2.0,4058.0,red,Reality,3,3,3,1.0,1.0,2510.0,0
S052,NF-1013,87.0,2.0,4160.0,red,Reality,3,3,3,1.0,1.0,1512.0,-2
S052,NM-1019,88.0,2.0,3180.0,blue,Fiction,1,1,3,1.0,1.0,1120.0,0
S052,NF-1071,89.0,2.0,4610.0,blue,Fiction,2,2,2,1.0,1.0,2140.0,-2
S052,NF-1022,90.0,2.0,3727.0,blue,Fiction,3,3,3,1.0,1.0,1804.0,0
S052,NM-1029,91.0,2.0,6080.0,red,Reality,3,3,4,1.0,1.0,1368.0,1
S052,NF-1079,92.0,2.0,2946.0,blue,Fiction,4,4,4,1.0,1.0,1255.0,3
S052,NF-1096,93.0,2.0,7552.0,red,Reality,5,5,5,1.0,1.0,1110.0,2
S052,NF-1006,94.0,2.0,4556.0,blue,Fiction,4,4,4,1.0,1.0,982.0,2
S052,NM-1058,95.0,2.0,3426.0,blue,Fiction,4,4,4,1.0,1.0,1791.0,-1
S052,NF-1023,96.0,2.0,3999.0,red,Reality,3,3,3,1.0,1.0,894.0,0
S052,NF-1110,97.0,2.0,5509.0,blue,Fiction,1,1,2,1.0,1.0,904.0,-3
S052,NF-1048,98.0,2.0,4561.0,red,Reality,3,3,3,1.0,1.0,1245.0,-2
S052,NF-1106,99.0,2.0,3700.0,blue,Fiction,4,4,4,1.0,1.0,1146.0,-1
S052,NF-1051,100.0,2.0,4560.0,blue,Fiction,3,3,3,1.0,1.0,1174.0,1
S052,NM-1007,101.0,2.0,3563.0,blue,Fiction,1,1,2,1.0,1.0,1147.0,2
S052,NF-1032,102.0,2.0,4467.0,blue,Fiction,4,4,4,1.0,1.0,1442.0,0
S052,NF-1101,103.0,2.0,5400.0,red,Reality,4,4,3,1.0,1.0,1081.0,2
S052,NF-1093,104.0,2.0,5091.0,blue,Fiction,3,3,3,1.0,1.0,1307.0,-1
S052,NF-1086,105.0,2.0,4726.0,red,Reality,5,5,5,1.0,1.0,1186.0,3
S052,NF-1107,106.0,2.0,3845.0,red,Reality,3,3,4,1.0,1.0,1231.0,0
S052,NF-1031,107.0,2.0,3672.0,red,Reality,3,3,3,1.0,1.0,1252.0,0
S052,NF-1061,108.0,2.0,8478.0,red,Reality,4,3,3,1.0,1.0,1401.0,0
S052,NF-1084,109.0,2.0,3548.0,blue,Fiction,4,4,4,1.0,1.0,1337.0,-2
S051,NM-1074,1.0,2.0,10439.0,red,Fiction,4,4,3,1.0,1.0,2558.0,3
S051,NF-1076,2.0,2.0,8476.0,green,Reality,6,5,3,1.0,1.0,1982.0,3
S051,NF-1057,3.0,2.0,8604.0,red,Fiction,3,2,3,1.0,1.0,2070.0,-3
S051,NF-1022,4.0,2.0,7637.0,red,Fiction,4,4,3,1.0,1.0,2311.0,3
S051,NF-1037,5.0,2.0,9415.0,red,Fiction,5,5,3,1.0,1.0,1537.0,3
S051,NF-1060,6.0,2.0,5596.0,green,Reality,5,5,3,1.0,1.0,2257.0,-1
S051,NF-1093,7.0,2.0,7238.0,green,Reality,4,3,3,1.0,1.0,1873.0,1
S051,NF-1067,8.0,2.0,5335.0,red,Fiction,5,5,3,1.0,1.0,2343.0,3
S051,NF-1077,9.0,2.0,6089.0,green,Reality,4,2,3,1.0,1.0,3916.0,1
S051,NF-1002,10.0,2.0,6006.0,red,Fiction,5,5,3,1.0,1.0,1520.0,3
S051,NF-1025,11.0,2.0,3583.0,red,Fiction,6,6,3,1.0,1.0,3299.0,-2
S051,NF-1109,12.0,2.0,3750.0,green,Reality,5,5,3,1.0,1.0,1462.0,-2
S051,NF-1020,13.0,2.0,7666.0,red,Fiction,4,5,3,1.0,1.0,2685.0,2
S051,NF-1069,14.0,2.0,4296.0,red,Fiction,4,4,3,1.0,1.0,2904.0,3
S051,NM-1007,15.0,2.0,5564.0,green,Reality,3,3,3,1.0,1.0,2182.0,-2
S051,NF-1048,16.0,2.0,7322.0,red,Fiction,6,6,3,1.0,1.0,2390.0,1
S051,NM-1035,17.0,2.0,5047.0,red,Fiction,4,5,3,1.0,1.0,2046.0,-2
S051,NF-1095,18.0,2.0,4607.0,green,Reality,5,4,3,1.0,1.0,2120.0,1
S051,NF-1014,19.0,2.0,5862.0,red,Fiction,3,2,3,1.0,1.0,1435.0,-2
S051,NF-1099,20.0,2.0,3285.0,red,Fiction,5,5,3,1.0,1.0,1367.0,1
S051,NF-1013,21.0,2.0,3317.0,green,Reality,6,6,3,1.0,1.0,2217.0,3
S051,NF-1001,22.0,2.0,5418.0,red,Fiction,2,1,3,1.0,1.0,2460.0,1
S051,NM-1029,23.0,2.0,7092.0,green,Reality,0,1,0,1.0,1.0,1392.0,-3
S051,NF-1053,24.0,2.0,5719.0,green,Reality,4,4,3,1.0,1.0,1937.0,3
S051,NM-1038,25.0,2.0,3375.0,green,Reality,4,4,3,1.0,1.0,1929.0,1
S051,NF-1072,26.0,2.0,3291.0,green,Reality,5,5,3,1.0,1.0,1589.0,2
S051,NF-1059,27.0,2.0,3405.0,red,Fiction,4,2,3,1.0,1.0,1707.0,-1
S051,NF-1042,28.0,2.0,4857.0,red,Fiction,6,6,3,1.0,1.0,1398.0,3
S051,NF-1068,29.0,2.0,6110.0,red,Fiction,5,2,3,1.0,1.0,3466.0,0
S051,NF-1023,30.0,2.0,4758.0,red,Fiction,5,4,3,1.0,1.0,1801.0,3
S051,NF-1063,31.0,2.0,3249.0,green,Reality,5,5,3,1.0,1.0,2279.0,-3
S051,NM-1058,32.0,2.0,2988.0,red,Fiction,6,6,3,1.0,1.0,1241.0,3
S051,NF-1089,33.0,2.0,4196.0,green,Reality,5,2,3,1.0,1.0,2431.0,-3
S051,NF-1030,34.0,2.0,2541.0,green,Reality,4,4,3,1.0,1.0,1986.0,0
S051,NF-1062,35.0,2.0,5733.0,red,Fiction,5,4,3,1.0,1.0,2559.0,2
S051,NM-1102,36.0,2.0,8449.0,red,Fiction,3,4,3,1.0,1.0,2498.0,-1
S051,NF-1083,37.0,2.0,6235.0,green,Reality,1,1,3,1.0,1.0,1494.0,-2
S051,NF-1079,38.0,2.0,4040.0,red,Fiction,3,3,3,1.0,1.0,1865.0,1
S051,NM-1010,39.0,2.0,5274.0,green,Reality,2,1,3,1.0,1.0,2615.0,1
S051,NM-1052,40.0,2.0,3025.0,green,Reality,1,1,1,1.0,1.0,1972.0,-2
S051,NF-1050,41.0,2.0,4996.0,red,Fiction,5,3,3,1.0,1.0,1593.0,3
S051,NM-1064,42.0,2.0,4314.0,red,Fiction,4,4,3,1.0,1.0,2005.0,1
S051,NF-1082,43.0,2.0,7636.0,green,Reality,3,3,3,1.0,1.0,1711.0,0
S051,NM-1027,44.0,2.0,2367.0,red,Fiction,1,1,3,1.0,1.0,1902.0,-2
S051,NF-1084,45.0,2.0,4456.0,green,Reality,4,2,3,1.0,1.0,1590.0,-1
S051,NF-1061,46.0,2.0,3078.0,green,Reality,5,4,3,1.0,1.0,1459.0,3
S051,NF-1034,47.0,2.0,5372.0,red,Fiction,5,2,3,1.0,1.0,1593.0,3
S051,NF-1080,48.0,2.0,4837.0,red,Fiction,5,4,3,1.0,1.0,1660.0,-1
S051,NF-1008,49.0,2.0,4355.0,red,Fiction,5,5,3,1.0,1.0,2143.0,3
S051,NF-1100,50.0,2.0,3536.0,red,Fiction,4,4,3,1.0,1.0,2255.0,-2
S051,NF-1103,51.0,2.0,3784.0,green,Reality,5,5,3,1.0,1.0,2839.0,1
S051,NF-1066,52.0,2.0,3329.0,red,Fiction,5,3,3,1.0,1.0,2057.0,2
S051,NF-1040,53.0,2.0,4026.0,green,Reality,5,1,3,1.0,1.0,3249.0,-1
S051,NF-1098,54.0,2.0,3796.0,red,Fiction,5,4,3,1.0,1.0,2476.0,-1
S051,NF-1047,55.0,2.0,2684.0,green,Reality,2,2,3,1.0,1.0,1642.0,2
S051,NF-1096,56.0,2.0,11178.0,red,Fiction,5,4,3,1.0,1.0,1527.0,-2
S051,NM-1033,57.0,2.0,5007.0,red,Fiction,5,6,3,1.0,1.0,3193.0,1
S051,NF-1026,58.0,2.0,5933.0,red,Fiction,4,2,3,1.0,1.0,2099.0,-1
S051,NM-1011,59.0,2.0,6551.0,red,Fiction,3,4,3,1.0,1.0,2516.0,0
S051,NF-1046,60.0,2.0,5081.0,green,Reality,6,5,3,1.0,1.0,2197.0,0
S051,NF-1065,61.0,2.0,5255.0,red,Fiction,5,5,3,1.0,1.0,2654.0,3
S051,NF-1085,62.0,2.0,5842.0,red,Fiction,5,5,3,1.0,1.0,1706.0,0
S051,NF-1056,63.0,2.0,7405.0,red,Fiction,4,4,3,1.0,1.0,1865.0,1
S051,NF-1012,64.0,2.0,4682.0,green,Reality,3,2,3,1.0,1.0,2541.0,0
S051,NF-1004,65.0,2.0,6203.0,green,Reality,3,3,3,1.0,1.0,1257.0,3
S051,NF-1043,66.0,2.0,5004.0,red,Fiction,5,4,3,1.0,1.0,3498.0,0
S051,NF-1110,67.0,2.0,16320.0,red,Fiction,3,3,3,1.0,1.0,1651.0,2
S051,NF-1009,68.0,2.0,7003.0,green,Reality,3,3,3,1.0,1.0,1693.0,-2
S051,NF-1051,69.0,2.0,4128.0,red,Fiction,4,2,3,1.0,1.0,1342.0,0
S051,NF-1006,70.0,2.0,4045.0,red,Fiction,4,1,3,1.0,1.0,1446.0,2
S051,NF-1101,71.0,2.0,4137.0,red,Fiction,5,4,3,1.0,1.0,1370.0,3
S051,NF-1041,72.0,2.0,3966.0,green,Reality,4,2,3,1.0,1.0,1633.0,1
S051,NF-1017,73.0,2.0,5375.0,green,Reality,5,5,3,1.0,1.0,2661.0,0
S051,NF-1003,74.0,2.0,4459.0,red,Fiction,5,4,3,1.0,1.0,1882.0,0
S051,NF-1044,75.0,2.0,8513.0,red,Fiction,3,1,3,1.0,1.0,1784.0,-1
S051,NF-1031,76.0,2.0,5233.0,red,Fiction,5,4,3,1.0,1.0,1585.0,1
S051,NF-1015,77.0,2.0,4435.0,green,Reality,4,4,3,1.0,1.0,5781.0,3
S051,NF-1028,78.0,2.0,5089.0,green,Reality,4,5,3,1.0,1.0,3394.0,1
S051,NM-1091,79.0,2.0,6173.0,green,Reality,1,3,3,1.0,1.0,2018.0,2
S051,NF-1105,80.0,2.0,3805.0,green,Reality,4,3,3,1.0,1.0,1569.0,3
S051,NF-1018,81.0,2.0,5456.0,green,Reality,6,5,3,1.0,1.0,1692.0,3
S051,NF-1094,82.0,2.0,4128.0,green,Reality,5,4,3,1.0,1.0,2750.0,1
S051,NF-1005,83.0,2.0,4411.0,red,Fiction,6,6,3,1.0,1.0,1971.0,1
S051,NM-1070,84.0,2.0,4239.0,green,Reality,2,2,3,1.0,1.0,1434.0,3
S051,NF-1081,85.0,2.0,4551.0,red,Fiction,4,4,3,1.0,1.0,1828.0,2
S051,NM-1104,86.0,2.0,3768.0,green,Reality,0,0,3,1.0,1.0,2092.0,-1
S051,NF-1032,87.0,2.0,3560.0,red,Fiction,5,6,3,1.0,1.0,1760.0,1
S051,NF-1024,88.0,2.0,3740.0,red,Fiction,4,2,3,1.0,1.0,1657.0,-1
S051,NM-1090,89.0,2.0,12046.0,green,Reality,1,3,1,1.0,1.0,1648.0,-1
S051,NM-1092,90.0,2.0,3236.0,red,Fiction,0,0,3,1.0,1.0,3585.0,-2
S051,NF-1075,91.0,2.0,6124.0,green,Reality,3,1,3,1.0,1.0,1828.0,-1
S051,NF-1108,92.0,2.0,4284.0,green,Reality,5,5,3,1.0,1.0,1196.0,3
S051,NM-1055,93.0,2.0,5136.0,red,Fiction,1,1,3,1.0,1.0,2194.0,1
S051,NF-1073,94.0,2.0,6145.0,green,Reality,5,5,3,1.0,1.0,2459.0,2
S051,NF-1086,95.0,2.0,6272.0,green,Reality,3,3,3,1.0,1.0,3499.0,1
S051,NF-1016,96.0,2.0,3648.0,green,Reality,5,3,3,1.0,1.0,4308.0,0
S051,NF-1045,97.0,2.0,3359.0,green,Reality,5,3,3,1.0,1.0,2208.0,2
S051,NF-1049,98.0,2.0,3114.0,green,Reality,5,6,3,1.0,1.0,1489.0,-2
S051,NF-1097,99.0,2.0,2989.0,green,Reality,6,6,3,1.0,1.0,1268.0,3
S051,NF-1054,100.0,2.0,5069.0,green,Reality,5,2,3,1.0,1.0,1686.0,2
S051,NF-1071,101.0,2.0,4305.0,green,Reality,2,0,3,1.0,1.0,1879.0,-2
S051,NF-1021,102.0,2.0,4830.0,green,Reality,5,3,3,1.0,1.0,1584.0,-1
S051,NF-1087,103.0,2.0,3428.0,red,Fiction,0,0,3,1.0,1.0,1481.0,1
S051,NF-1039,104.0,2.0,5299.0,red,Fiction,2,1,3,1.0,1.0,2449.0,-1
S051,NF-1106,105.0,2.0,4219.0,green,Reality,5,5,3,1.0,1.0,4839.0,0
S051,NF-1036,106.0,2.0,4085.0,green,Reality,5,6,3,1.0,1.0,1832.0,3
S051,NF-1107,107.0,2.0,4502.0,green,Reality,4,2,3,1.0,1.0,1338.0,1
S051,NF-1088,108.0,2.0,5990.0,green,Reality,5,2,3,1.0,1.0,1526.0,2
S051,NM-1019,109.0,2.0,4834.0,green,Reality,4,2,3,1.0,1.0,1966.0,1
S050,NM-1092,1.0,2.0,14665.0,green,Reality,3,1,4,1.0,1.0,3915.0,-1
S050,NF-1003,2.0,2.0,21272.0,red,Fiction,2,1,2,1.0,1.0,1775.0,2
S050,NF-1040,3.0,2.0,18491.0,green,Reality,3,2,2,1.0,1.0,2688.0,-1
S050,NF-1022,4.0,2.0,17044.0,red,Fiction,4,3,4,1.0,1.0,3568.0,0
S050,NF-1077,5.0,2.0,14438.0,red,Fiction,3,3,2,1.0,1.0,993.0,-3
S050,NF-1012,6.0,2.0,10830.0,red,Fiction,0,0,3,1.0,1.0,9312.0,0
S050,NF-1099,7.0,2.0,8985.0,green,Reality,4,4,2,1.0,1.0,1353.0,-1
S050,NF-1071,8.0,2.0,7249.0,red,Fiction,2,2,3,1.0,1.0,1034.0,-3
S050,NF-1008,9.0,2.0,17177.0,red,Fiction,3,3,4,1.0,1.0,2320.0,-1
S050,NF-1017,10.0,2.0,8298.0,green,Reality,4,3,5,1.0,1.0,1554.0,1
S050,NF-1105,11.0,2.0,9953.0,green,Reality,4,3,3,1.0,1.0,2765.0,1
S050,NM-1052,12.0,2.0,15317.0,red,Fiction,3,1,4,1.0,1.0,2278.0,2
S050,NF-1009,13.0,2.0,10208.0,green,Reality,3,2,2,1.0,1.0,1821.0,2
S050,NF-1048,14.0,2.0,8726.0,green,Reality,4,2,4,1.0,1.0,2831.0,-2
S050,NF-1049,15.0,2.0,4820.0,red,Fiction,2,1,2,1.0,1.0,1367.0,0
S050,NM-1027,16.0,2.0,14458.0,red,Fiction,3,0,3,1.0,1.0,733.0,-3
S050,NF-1062,17.0,2.0,13146.0,red,Fiction,3,2,1,1.0,1.0,1175.0,-2
S050,NF-1018,18.0,2.0,10062.0,red,Fiction,5,5,4,1.0,1.0,707.0,3
S050,NF-1106,19.0,2.0,17819.0,red,Fiction,4,4,3,1.0,1.0,9576.0,0
S050,NF-1066,20.0,2.0,18012.0,green,Reality,3,3,3,1.0,1.0,997.0,2
S050,NF-1021,21.0,2.0,4889.0,red,Fiction,1,0,1,1.0,1.0,2055.0,-3
S050,NM-1074,22.0,2.0,7847.0,green,Reality,4,2,4,1.0,1.0,1314.0,2
S050,NF-1005,23.0,2.0,9171.0,red,Fiction,3,2,3,1.0,1.0,1173.0,-1
S050,NM-1058,24.0,2.0,16387.0,red,Fiction,3,1,4,1.0,1.0,2063.0,-2
S050,NF-1016,25.0,2.0,5067.0,green,Reality,3,2,1,1.0,1.0,1964.0,-2
S050,NF-1037,26.0,2.0,8370.0,red,Fiction,4,3,3,1.0,1.0,1006.0,2
S050,NF-1073,27.0,2.0,8137.0,green,Reality,3,2,3,1.0,1.0,1211.0,-2
S050,NM-1102,28.0,2.0,8161.0,green,Reality,4,2,5,1.0,1.0,3839.0,-3
S050,NM-1038,29.0,2.0,11946.0,red,Fiction,6,4,5,1.0,1.0,2626.0,3
S050,NF-1085,30.0,2.0,4247.0,green,Reality,3,3,3,1.0,1.0,1394.0,-1
S050,NF-1061,31.0,2.0,8551.0,green,Reality,2,1,1,1.0,1.0,2045.0,1
S050,NF-1075,32.0,2.0,6166.0,red,Fiction,1,0,3,1.0,1.0,4166.0,1
S050,NF-1101,33.0,2.0,4030.0,red,Fiction,2,1,2,1.0,1.0,4349.0,-1
S050,NF-1028,34.0,2.0,8209.0,green,Reality,4,3,3,1.0,1.0,3172.0,-1
S050,NM-1064,35.0,2.0,6143.0,green,Reality,3,1,3,1.0,1.0,1410.0,1
S050,NF-1020,36.0,2.0,10618.0,green,Reality,5,4,4,1.0,1.0,1136.0,-1
S050,NF-1068,37.0,2.0,9081.0,green,Reality,2,2,3,1.0,1.0,713.0,-2
S050,NM-1104,38.0,2.0,5167.0,red,Fiction,2,1,3,1.0,1.0,3072.0,-3
S050,NF-1059,39.0,2.0,7313.0,green,Reality,3,3,3,1.0,1.0,1805.0,1
S050,NF-1032,40.0,2.0,9167.0,green,Reality,4,3,3,1.0,1.0,1650.0,2
S050,NM-1029,41.0,2.0,6681.0,green,Reality,3,1,0,1.0,1.0,2976.0,-3
S050,NF-1063,42.0,2.0,18473.0,red,Fiction,4,3,3,1.0,1.0,1825.0,-2
S050,NF-1057,43.0,2.0,5256.0,red,Fiction,2,1,2,1.0,1.0,829.0,-3
S050,NF-1004,44.0,2.0,4140.0,red,Fiction,3,3,3,1.0,1.0,791.0,3
S050,NF-1030,45.0,2.0,3986.0,red,Fiction,3,2,2,1.0,1.0,823.0,-3
S050,NF-1108,46.0,2.0,7939.0,red,Fiction,5,5,3,1.0,1.0,2111.0,1
S050,NF-1023,47.0,2.0,7824.0,green,Reality,5,3,2,1.0,1.0,1462.0,3
S050,NF-1036,48.0,2.0,9701.0,green,Reality,3,3,3,1.0,1.0,2426.0,-2
S050,NF-1065,49.0,2.0,3858.0,green,Reality,4,3,3,1.0,1.0,1575.0,0
S050,NM-1010,50.0,2.0,3198.0,red,Fiction,2,1,0,1.0,1.0,1037.0,3
S050,NM-1055,51.0,2.0,1959.0,red,Fiction,0,0,0,1.0,1.0,1083.0,0
S050,NF-1026,52.0,2.0,2182.0,green,Reality,0,0,0,1.0,1.0,2720.0,0
S050,NF-1096,53.0,2.0,9067.0,red,Fiction,2,2,3,1.0,1.0,829.0,-3
S050,NF-1039,54.0,2.0,6388.0,green,Reality,2,2,1,1.0,1.0,1565.0,-3
S050,NM-1007,55.0,2.0,5920.0,red,Fiction,1,1,3,1.0,1.0,4401.0,-1
S050,NF-1043,56.0,2.0,6438.0,red,Fiction,4,3,3,1.0,1.0,2161.0,1
S050,NF-1042,57.0,2.0,2011.0,red,Fiction,3,3,4,1.0,1.0,963.0,3
S050,NF-1041,58.0,2.0,5949.0,red,Fiction,4,4,3,1.0,1.0,5912.0,-1
S050,NF-1094,59.0,2.0,7187.0,green,Reality,4,3,3,1.0,1.0,1988.0,1
